-0.038914163	0.00412148	-0.06990198	0.077158146	0.18541417	0.27120578	-0.08061266	-0.13377944	-0.198868	-0.10780871	0.13279343	0.18853717	0.15315647	-0.0049202917	-0.112761565	-0.05315399	-0.06814671	-0.007431238	-0.30289084	0.026516214	-0.34670037	0.3361106	0.10462821	-0.09670562	0.11564221	0.04122779	-0.37448332	0.17066734	0.2811804	0.48572728	-0.31025577	-0.19991823
0.19188158	0.40340266	-0.7671536	0.14226373	-0.33430228	0.3440196	-0.12695666	-0.5426639	-0.26625347	0.36614788	-0.32222512	-0.59194654	-0.5275806	0.16557316	0.33989984	0.28637588	0.32791364	-0.4201985	0.59669614	-0.56275856	0.6482469	-0.61297864	0.21692689	0.47362295	-0.52122015	-0.43274602	0.02744202	-0.106449455	-0.2993075	0.5353603	-0.039159838	-0.20111409
-0.30401963	0.5714155	-0.636181	0.08075111	-0.609453	0.38479385	-0.42908582	-0.40534198	-0.37825957	0.4488252	0.20108546	-0.8041691	-0.7992848	0.14222057	0.11922466	0.16860393	0.19800596	-0.3861028	0.55521274	0.29351154	0.7340118	-0.2525222	-0.5134667	0.6434828	-0.29655612	-0.22698502	-0.06862082	0.1763818	-0.6635269	0.5315992	-0.20457064	0.071462326
0.048239026	0.6170579	0.36261585	0.3356944	0.11215685	-0.5973759	0.39061713	-0.5969997	-0.59218526	0.28632072	0.2304663	0.95670015	-0.17660606	-0.6940739	0.6718743	-0.40839383	0.48058394	-0.3767538	0.5406255	-0.1642912	0.42311406	-0.50799435	0.6044166	0.54481155	0.53678447	0.025865084	-0.19654608	0.34636122	0.6385581	0.5463284	0.3111302	0.5321651
-0.5561766	-0.22425053	-0.35607958	-0.3511651	-0.681082	-0.13439254	0.84319186	0.5137286	0.4290288	-0.20575343	-0.1370541	0.50123996	0.41776973	-0.42331845	-0.4864133	0.04135673	0.6726553	0.7459941	0.5078422	0.20602086	1.1193138	0.49454904	-0.32573283	-0.40130326	-0.64489865	0.5551748	-0.5600503	-0.85976166	0.3492171	0.79994386	0.531939	-0.37371442
-0.15963402	0.42922452	0.32964897	-0.20457655	-0.4165474	-0.24107438	0.29930353	0.13513331	0.532545	0.7628454	-0.4032995	0.3121528	0.22061561	0.26054448	-0.80043507	-0.14980581	0.79586273	-0.25187656	0.29247627	0.306388	-0.568065	0.10810501	-0.038400188	0.59107846	0.275483	-0.14315078	-0.11227646	-0.43727374	0.67690414	-0.2027315	0.6575378	-0.28911227
0.64903647	0.08480826	-0.79166967	0.5692851	-0.49739942	0.94316745	-0.24979956	-0.5434893	0.65895313	0.79418236	-0.75677174	0.71913177	-0.18674563	-0.21407504	0.2789222	-0.3713294	0.48857784	0.46139178	0.37215233	0.25800338	0.33658648	0.18503484	0.11824807	0.35552254	-0.91587657	-0.29656944	0.24076346	0.19326578	-0.13118789	0.1031611	-0.7087339	-0.34149536
0.4774048	-0.35869718	-0.47540754	0.2801292	-0.3484727	-0.5029867	-0.55333006	-0.34942985	-0.20332055	0.440902	-0.6086185	0.8407775	0.29107088	-0.6644568	0.43257543	0.33775327	0.4523881	-0.33923262	-0.50357324	-0.558314	0.63055843	-0.62685436	-0.1884062	0.6115178	0.33170062	0.62740976	0.48210123	-0.5017553	0.21583892	-0.13263234	-0.20132856	-0.13636987
-1.0761145	0.63485193	-0.9143764	-0.5718055	-0.4699677	-0.46572864	-0.40240306	0.37965095	0.54120386	-0.44922724	-0.043013733	0.5645613	0.33468646	0.12259784	-0.082885176	0.24018276	-0.014886778	-0.0663807	0.19730452	-0.5884505	0.9928278	-0.889543	-0.59762776	0.0122733805	-0.39344853	-0.67095757	0.6716095	0.7563202	0.39482158	-0.38186616	-0.6961947	-0.07424138
0.60971785	0.61888385	0.76619613	-0.7086545	-0.37138748	0.52708656	-0.07566954	-0.49835947	-0.2893392	-0.46410426	0.1377782	0.7633368	-1.010789	-0.61192465	0.132434	0.66820383	0.11807356	-0.07917013	0.6585503	-0.277905	0.9303161	0.6378484	-0.21601148	-0.38217038	0.45383096	0.42666838	-0.06830627	0.19808687	-0.4230426	-0.40099254	0.21953385	-0.6849598
0.15952094	0.13622923	-0.49904436	0.42995355	-0.29103205	0.031884193	0.27458143	0.5684774	0.34491378	0.7023714	0.68408304	0.32201567	0.7214368	-0.43552107	0.712641	0.17402686	-0.5806996	0.6605253	0.33403814	0.508418	0.42685744	-0.054260753	0.2575004	0.07490174	0.16569823	-0.75645524	0.39345655	-0.3590615	-0.45790744	0.72406656	0.4617931	0.38790688
0.34960997	0.25046405	-0.26463425	-0.22745708	-0.5690321	-0.33173573	-0.5130018	-0.25610033	0.14369592	-0.26864752	-0.4503104	-0.94282526	-0.80145967	-0.31362888	0.1815787	0.465156	0.35463044	0.25087312	-0.42060778	0.63807607	0.750463	-0.29361084	-0.10429468	0.85691714	0.18611509	-0.7955028	0.16419837	0.7539391	0.38167936	-0.34098855	0.09487588	0.42846954
-0.2754722	-0.38136443	-0.70695573	-0.40113276	0.6209013	-0.24049748	-0.26698408	-0.06169013	0.5251664	0.27598858	-0.52233416	-0.42628282	0.59235847	-0.013015494	0.5153697	0.44022334	0.54365814	-0.08329366	1.0108912	0.030679045	0.6968885	0.031222261	-0.64287174	0.15216424	0.47121793	-0.13548087	0.46672925	-0.36070254	0.58808213	0.48836756	0.084669456	0.005534785
0.41106528	0.6159873	0.52229077	-0.38534662	0.38128492	0.09882214	-0.021060249	0.19798265	-0.37407717	-0.36262268	-0.71359664	1.1024964	-0.541877	0.45062894	-0.3562626	0.43474868	0.4030063	-0.46411055	0.36054304	0.35751197	0.4482204	0.081152275	-0.60315627	0.57526666	-0.13018943	0.04421701	0.9605397	0.20313811	1.1238564	0.8223457	0.35822755	0.3938602
-0.16309926	-0.47491604	-0.7639149	-0.45648134	-1.0703504	-0.030981379	-0.42304787	-0.9300931	0.6975183	0.16278894	0.21121992	0.47915402	0.14161547	-0.107285224	0.06116135	-0.88072735	0.7449588	0.15956567	0.11659369	0.56950796	-0.36751622	0.102763265	-0.14695257	0.4242836	0.8447255	0.21900895	0.13891645	0.19640528	0.2727851	-0.46240944	-0.20052975	0.32811964
0.34658477	0.41083467	-0.8351997	-0.2347176	-0.18102908	0.6346865	0.0413995	0.14619477	-0.1298337	0.5068061	0.3731164	0.5539203	0.69125134	-0.18602942	-0.16837427	-0.7474908	-0.5686728	-0.6319686	-0.5814863	-0.20558602	0.92672706	0.22317988	-0.9924804	0.3289875	0.70489496	-0.14210013	0.96868956	-0.038679056	0.0013630496	0.3709021	1.2039188	0.29356748
